Company Name,Skills,Posted Date,Location,Job Type,Job Link
accenture,"talent management, candidate sourcing, recruitment expertise, process improvement, ms office proficiency, hr, talent acquisition, workforce, hr processes, team building, learning, training need analysis, hrbp, compensation, performance management",1 day ago,Mumbai,Analytics and Modeling Analyst,https://www.timesjobs.com/job-detail/analytics-and-modeling-analyst-accenture-mumbai-3-to-5-yrs-jobid-v5OJOrP6SxhzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent management, candidate sourcing, recruitment expertise, process improvement, ms office proficiency, hr, talent acquisition, workforce, hr processes, team building, learning, training need analysis, hrbp, compensation, performance management",1 day ago,Mumbai,Analytics and Modeling Analyst,https://www.timesjobs.com/job-detail/analytics-and-modeling-analyst-accenture-mumbai-3-to-5-yrs-jobid-caxAUH0M33JzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent management expertise, recruitment strategies development, candidate sourcing techniques, ms office proficiency, process improvement suggestions, hr, talent acquisition, workforce, hr processes, team building, learning, training need analysis, hrbp, compensation, performance management",1 day ago,Mumbai,Analytics and Modeling Analyst,https://www.timesjobs.com/job-detail/analytics-and-modeling-analyst-accenture-mumbai-3-to-5-yrs-jobid-2R5YRmYNQ__PLUS__JzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent management expertise, recruitment strategies development, candidate sourcing techniques, ms office proficiency, process improvement suggestions, hr, talent acquisition, workforce, hr processes, team building, learning, training need analysis, hrbp, compensation, performance management",1 day ago,Mumbai,Analytics and Modeling Analyst,https://www.timesjobs.com/job-detail/analytics-and-modeling-analyst-accenture-mumbai-3-to-5-yrs-jobid-ZEzvS18Dd0JzpSvf__PLUS__uAgZw==&source=srp
accenture,"microsoft dynamics crm, customizing dynamics crm, crm system integration, troubleshooting skills, application development, project delivery",1 day ago,Hyderabad/Secunderabad,Application Lead,https://www.timesjobs.com/job-detail/application-lead-accenture-hyderabad-secunderabad-5-to-8-yrs-jobid-PQCX__PLUS__rBWDmtzpSvf__PLUS__uAgZw==&source=srp
accenture,"microsoft dynamics crm, customizing dynamics crm, crm system integration, troubleshooting skills, application development, project delivery",1 day ago,Hyderabad/Secunderabad,Application Lead,https://www.timesjobs.com/job-detail/application-lead-accenture-hyderabad-secunderabad-5-to-8-yrs-jobid-9TJWs6ECwNhzpSvf__PLUS__uAgZw==&source=srp
accenture,"guidewire digital portals, business process design, process improvement frameworks, user task analysis, agile methodologies, business process analysis, process documentation, use cases, functional requirements",1 day ago,Noida/Greater Noida,Business Process Architect,https://www.timesjobs.com/job-detail/business-process-architect-accenture-noida-greater-noida-5-to-8-yrs-jobid-hOWQ0JXFrzpzpSvf__PLUS__uAgZw==&source=srp
accenture,"guidewire digital portals, business process design, process improvement frameworks, user task analysis, agile methodologies, business process analysis, process documentation, use cases, functional requirements",1 day ago,Noida/Greater Noida,Business Process Architect,https://www.timesjobs.com/job-detail/business-process-architect-accenture-noida-greater-noida-5-to-8-yrs-jobid-__PLUS__U22V9y__SLASH__JXFzpSvf__PLUS__uAgZw==&source=srp
accenture,"oracle cloud development, agile methodologies, waterfall development, project management, cross functional collaboration, infrastructure, project delivery, software engineering, technical skills",1 day ago,"Bengaluru / Bangalore,  Hyderabad/Secunderabad",Application Lead,https://www.timesjobs.com/job-detail/application-lead-accenture-bengaluru-bangalore-hyderabad-secunderabad-7-to-10-yrs-jobid-lOdPzj1ozklzpSvf__PLUS__uAgZw==&source=srp
accenture,"oracle cloud development, agile methodologies, waterfall development, project management, cross functional collaboration, infrastructure, project delivery, software engineering, technical skills",1 day ago,"Bengaluru / Bangalore,  Hyderabad/Secunderabad",Application Lead,https://www.timesjobs.com/job-detail/application-lead-accenture-bengaluru-bangalore-hyderabad-secunderabad-7-to-10-yrs-jobid-MxPzzqWZbVxzpSvf__PLUS__uAgZw==&source=srp
accenture,"machine learning operations, statistical analysis, data visualization, data munging techniques, risk management, bi, linear regression, tableau, data cleaning, logistic regression",1 day ago,Indore,Responsible AI Monit & Comp Practitioner,https://www.timesjobs.com/job-detail/responsible-ai-monit-comp-practitioner-accenture-indore-3-to-6-yrs-jobid-HFUv3Ghr__SLASH__gVzpSvf__PLUS__uAgZw==&source=srp
accenture,"machine learning operations, statistical analysis, data visualization, data munging techniques, risk management, bi, linear regression, tableau, data cleaning, logistic regression",1 day ago,Indore,Responsible AI Monit & Comp Practitioner,https://www.timesjobs.com/job-detail/responsible-ai-monit-comp-practitioner-accenture-indore-3-to-6-yrs-jobid-E9Q3h__PLUS__iTWR1zpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service technology, effective communication, adaptability and flexibility, problem solving ability, team collaboration, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-ErYnwQG4CnhzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer query resolution, written communication skills, adaptability and flexibility, team collaboration ability, stress management skills, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-KvYY24jnkXFzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service technology, effective communication, adaptability and flexibility, problem solving ability, team collaboration, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-LCWh0mQGYO5zpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement, team training development, root cause analysis, performance metrics understanding, corrective action, documentation, ideas, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-3RioLw9IVhtzpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement, team training development, root cause analysis, performance metrics understanding, corrective action, documentation, ideas, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-tby2wLVVC5JzpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement ideas, team training / development, root cause analysis, process documentation compliance, corrective action, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-Iob3SzpMYK5zpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement, team development, root cause analysis, data management, corrective action, documentation, ideas, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-aIQIpp9xHZtzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent management, recruitment expertise, market mapping, process improvement, communication skills, hr, talent acquisition, workforce, hr processes, team building, learning, training need analysis, hrbp, compensation, performance management",1 day ago,Mumbai,Analytics and Modeling Analyst,https://www.timesjobs.com/job-detail/analytics-and-modeling-analyst-accenture-mumbai-3-to-5-yrs-jobid-__PLUS__EXMVdXXJE9zpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement ideas, team development skills, root cause analysis, performance metrics understanding, corrective action, documentation, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-rlAAzVEXH__PLUS__NzpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, process improvement strategies, root cause analysis, team development training, performance metrics analysis, corrective action, documentation, ideas, quality check",1 day ago,Mumbai,Total Rewards Analyst,https://www.timesjobs.com/job-detail/total-rewards-analyst-accenture-mumbai-3-to-5-yrs-jobid-6riK4oVjfudzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer query resolution, verbal communication, adaptability to change, team collaboration, pressure management, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-2Hc5OmjODxNzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service technology, written communication skills, adaptability and flexibility, teamwork abilities, agility in learning, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-Z6__PLUS__akBNyngNzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service skills, verbal communication, adaptability and flexibility, team collaboration, problem solving, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-q2RlY__SLASH__0W__PLUS__yVzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent management expertise, recruitment strategies, ms office proficiency, customer orientation, organizational skills, hr, social networking, talent acquisition, recruitment management, taleo, workforce, ats, mapping, hr processes, recruitment process, processing, compensation",1 day ago,Mumbai,Analytics and Modeling Associate,https://www.timesjobs.com/job-detail/analytics-and-modeling-associate-accenture-mumbai-1-to-3-yrs-jobid-WqY49rPURGBzpSvf__PLUS__uAgZw==&source=srp
accenture,"compensation program design, team management, process improvement, business continuity planning, performance metrics analysis, assertive, hr, recruitment, communication, compensation management, employee grievances, performance evaluation, payroll, performance management",1 day ago,Mumbai,Service Delivery Ops Specialist,https://www.timesjobs.com/job-detail/service-delivery-ops-specialist-accenture-mumbai-7-to-11-yrs-jobid-WjdrnQLBIbpzpSvf__PLUS__uAgZw==&source=srp
accenture,"procurement management, supplier evaluation, contract negotiation, purchase order processing, invoice auditing, procurement operations, purchase requisition, buying",1 day ago,Gurgaon,Procurement Practice Associate,https://www.timesjobs.com/job-detail/procurement-practice-associate-accenture-gurgaon-1-to-3-yrs-jobid-WRBjsc1qG__PLUS__tzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service management, written communication skills, adaptability and flexibility, team collaboration, pressure management, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-adA5dSVJz0VzpSvf__PLUS__uAgZw==&source=srp
accenture,"customer service expertise, strong communication, problem solving skills, team collaboration, flexibility under pressure, security",1 day ago,Mumbai,Inbound Sales Representative Associate,https://www.timesjobs.com/job-detail/inbound-sales-representative-associate-accenture-mumbai-1-to-3-yrs-jobid-5vWYwuLok6BzpSvf__PLUS__uAgZw==&source=srp
accenture,"payroll experience, excel reconciliation, data maintenance, inquiry handling, operation execution",1 day ago,Mumbai,Payroll Operations Associate,https://www.timesjobs.com/job-detail/payroll-operations-associate-accenture-mumbai-1-to-3-yrs-jobid-zTTbRcyow7NzpSvf__PLUS__uAgZw==&source=srp
accenture,"payroll operations, elm data maintenance, excel reconciliation, inquiry handling, payroll run",1 day ago,Mumbai,Payroll Operations Associate,https://www.timesjobs.com/job-detail/payroll-operations-associate-accenture-mumbai-1-to-3-yrs-jobid-9rl4KWj7YNFzpSvf__PLUS__uAgZw==&source=srp
accenture,"application design, enovia v configuration, technical mentorship, project management, stakeholder communication",1 day ago,Pune,Application Lead,https://www.timesjobs.com/job-detail/application-lead-accenture-pune-5-to-8-yrs-jobid-1btgrarLNF1zpSvf__PLUS__uAgZw==&source=srp
accenture,"allegro ertm, devops experience, asp, net mvc, cloud technologies, software engineering, design patterns, asp.net, wcf, wpf, sql server, technical design, winforms, project delivery",1 day ago,Bengaluru / Bangalore,Application Developer,https://www.timesjobs.com/job-detail/application-developer-accenture-bengaluru-bangalore-6-to-9-yrs-jobid-AH1ygHAFAeZzpSvf__PLUS__uAgZw==&source=srp
accenture,"oracle cc&b technical, java development experience, pl / sql development, integration solutions, techno functional knowledge, bpa, xpath, business objects, xml, technical skills, integration developer",1 day ago,Bengaluru / Bangalore,Integration Engineer,https://www.timesjobs.com/job-detail/integration-engineer-accenture-bengaluru-bangalore-4-to-10-yrs-jobid-irtstqdnCOBzpSvf__PLUS__uAgZw==&source=srp
